film,datetime,sample,unique_id,characters,plot,setting,themes,overall
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-210314,1,75uP8W6H,80,0,55,58,48.25
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-211631,2,2UwFeH97,85,0,56,40,45.25
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-212941,3,ArLVVL88,90,80,52,45,66.75
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-214323,4,PmjSX1Rq,85,80,52,40,64.25
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-215638,5,eYYsiXl4,94,60,50,50,63.5
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-221025,6,jGja1J9x,82,87,52,55,69.0
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-222356,7,OkEjS3sg,85,78,52,0,53.75
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-223708,8,xskdrkYV,85,65,32,40,55.5
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-225037,9,Wr9kSqOp,88,80,78,45,72.75
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-230410,10,QCCySqZF,85,84,64,0,58.25
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-231743,11,Vbd8MV48,89,0,66,45,50.0
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-233059,12,L65nEIt9,82,74,70,40,66.5
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-234414,13,OwtJwSyd,83,73,54,0,52.5
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-235737,14,HOstfcFe,90,0,60,25,43.75
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240628-001052,15,81Jd6xvk,85,0,56,55,49.0
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240628-002353,16,tpDgqmeL,82,67,55,58,65.5
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240628-003656,17,CsQaGI7O,85,80,66,0,57.75
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240628-005007,18,tV6VaF6n,85,0,55,55,48.75
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240628-010328,19,rftUH7dp,88,82,60,55,71.25
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240628-011651,20,uwqa8OYO,82,80,55,55,68.0
